schemaId	legacyCandidate	newName	legacyLength	newLength	committedLegacyFilePresent
sdkgen://source/openapi.yaml#/components/schemas/OutputShellCallOutputItem/properties/type	InlineComponentsSchemasOutputShellCallOutputItemPropertiesType	InlineOutputShellCallOutputItemTypeX953b8882	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/OutputSubagentServerToolItem/properties/type	InlineComponentsSchemasOutputSubagentServerToolItemPropertiesType	InlineOutputSubagentServerToolItemTypeXf7a3e6e2	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/OutputTextEditorServerToolItem/properties/command	InlineComponentsSchemasOutputTextEditorServerToolItemPropertiesCommand	InlineOutputTextEditorServerToolItemCommandXdbe8a59b	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/OutputTextEditorServerToolItem/properties/type	InlineComponentsSchemasOutputTextEditorServerToolItemPropertiesType	InlineOutputTextEditorServerToolItemTypeXdeead8d2	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/OutputToolSearchServerToolItem/properties/type	InlineComponentsSchemasOutputToolSearchServerToolItemPropertiesType	InlineOutputToolSearchServerToolItemTypeX5470ace1	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/OutputWebFetchServerToolItem/properties/type	InlineComponentsSchemasOutputWebFetchServerToolItemPropertiesType	InlineOutputWebFetchServerToolItemTypeXad27afcc	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/OutputWebSearchServerToolItem/properties/action	InlineComponentsSchemasOutputWebSearchServerToolItemPropertiesAction	InlineOutputWebSearchServerToolItemActionX89d03dde	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/OutputWebSearchServerToolItem/properties/action/properties/sources/items	InlineComponentsSchemasOutputWebSearchServerToolItemPropertiesActionPropertiesSourcesItems	InlineOutputWebSearchServerToolItemActionSourcesItemX3582f5d8	90	61	true
sdkgen://source/openapi.yaml#/components/schemas/OutputWebSearchServerToolItem/properties/action/properties/sources/items/properties/type	InlineComponentsSchemasOutputWebSearchServerToolItemPropertiesActionPropertiesSod5a49116	InlineOutputWebSearchServerToolItemActionSourcesItemTypeXd5a49116	88	65	true
sdkgen://source/openapi.yaml#/components/schemas/OutputWebSearchServerToolItem/properties/action/properties/type	InlineComponentsSchemasOutputWebSearchServerToolItemPropertiesActionPropertiesType	InlineOutputWebSearchServerToolItemActionTypeX26658207	82	54	true
sdkgen://source/openapi.yaml#/components/schemas/OutputWebSearchServerToolItem/properties/type	InlineComponentsSchemasOutputWebSearchServerToolItemPropertiesType	InlineOutputWebSearchServerToolItemTypeX86ed43d9	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/PDFParserEngine/anyOf/0	InlineComponentsSchemasPdfParserEngineAnyOf0	InlinePdfParserEngineAnyOf1Xb22d267d	44	36	true
sdkgen://source/openapi.yaml#/components/schemas/PDFParserEngine/anyOf/1	InlineComponentsSchemasPdfParserEngineAnyOf1	InlinePdfParserEngineAnyOf2X63c52ee1	44	36	true
sdkgen://source/openapi.yaml#/components/schemas/ParetoRouterPlugin/properties/id	InlineComponentsSchemasParetoRouterPluginPropertiesId	InlineParetoRouterPluginIdX5f41930c	53	35	true
sdkgen://source/openapi.yaml#/components/schemas/ParetoRouterPlugin/properties/price_source	InlineComponentsSchemasParetoRouterPluginPropertiesPriceSource	InlineParetoRouterPluginPriceSourceX1c066998	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/Prediction/properties/content	InlineComponentsSchemasPredictionPropertiesContent	InlinePredictionContentX288f9ad7	50	32	true
sdkgen://source/openapi.yaml#/components/schemas/Prediction/properties/type	InlineComponentsSchemasPredictionPropertiesType	InlinePredictionTypeX161c578b	47	29	true
sdkgen://source/openapi.yaml#/components/schemas/PredictionContentText/properties/type	InlineComponentsSchemasPredictionContentTextPropertiesType	InlinePredictionContentTextTypeX2b4f025c	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/PresetWithDesignatedVersion/allOf/1	InlineComponentsSchemasPresetWithDesignatedVersionAllOf1	InlinePresetWithDesignatedVersionAllOf2X42b4c64f	56	48	true
sdkgen://source/openapi.yaml#/components/schemas/Preview_20250311_WebSearchServerTool/properties/type	InlineComponentsSchemasPreview20250311WebSearchServerToolPropertiesType	InlinePreview20250311WebSearchServerToolTypeX527f63bd	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/Preview_WebSearchServerTool/properties/type	InlineComponentsSchemasPreviewWebSearchServerToolPropertiesType	InlinePreviewWebSearchServerToolTypeXc485f9b5	63	45	true
sdkgen://source/openapi.yaml#/components/schemas/Preview_WebSearchUserLocation/properties/type	InlineComponentsSchemasPreviewWebSearchUserLocationPropertiesType	InlinePreviewWebSearchUserLocationTypeXbcca0cb4	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/PromptCacheBreakpoint/properties/mode	InlineComponentsSchemasPromptCacheBreakpointPropertiesMode	InlinePromptCacheBreakpointModeX7348b3f4	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/PromptCacheOptions/properties/mode	InlineComponentsSchemasPromptCacheOptionsPropertiesMode	InlinePromptCacheOptionsModeXa05de1e0	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderPreferences/properties/data_collection	InlineComponentsSchemasProviderPreferencesPropertiesDataCollection	InlineProviderPreferencesDataCollectionXf42358aa	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderPreferences/properties/ignore/items	InlineComponentsSchemasProviderPreferencesPropertiesIgnoreItems	InlineProviderPreferencesIgnoreItemXf930f0bc	63	44	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderPreferences/properties/max_price	InlineComponentsSchemasProviderPreferencesPropertiesMaxPrice	InlineProviderPreferencesMaxPriceX45bf6074	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderPreferences/properties/only/items	InlineComponentsSchemasProviderPreferencesPropertiesOnlyItems	InlineProviderPreferencesOnlyItemX90100337	61	42	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderPreferences/properties/order/items	InlineComponentsSchemasProviderPreferencesPropertiesOrderItems	InlineProviderPreferencesOrderItemX6395b618	62	43	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderPreferences/properties/sort	InlineComponentsSchemasProviderPreferencesPropertiesSort	InlineProviderPreferencesSortXb01b2cde	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderResponse/properties/provider_name	InlineComponentsSchemasProviderResponsePropertiesProviderName	InlineProviderResponseProviderNameX18a2fcb4	61	43	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderResponse/properties/routed_service_tier	InlineComponentsSchemasProviderResponsePropertiesRoutedServiceTier	InlineProviderResponseRoutedServiceTierX54907e0c	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderSortConfig/properties/by	InlineComponentsSchemasProviderSortConfigPropertiesBy	InlineProviderSortConfigByXf326e694	53	35	true
sdkgen://source/openapi.yaml#/components/schemas/ProviderSortConfig/properties/partition	InlineComponentsSchemasProviderSortConfigPropertiesPartition	InlineProviderSortConfigPartitionX0929adee	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/PublicEndpoint/properties/pricing	InlineComponentsSchemasPublicEndpointPropertiesPricing	InlinePublicEndpointPricingX2f179764	54	36	true
sdkgen://source/openapi.yaml#/components/schemas/PublicEndpoint/properties/throughput_last_30m	InlineComponentsSchemasPublicEndpointPropertiesThroughputLast30m	InlinePublicEndpointThroughputLast30mX8bef817b	64	46	true
sdkgen://source/openapi.yaml#/components/schemas/RangeCapability/properties/type	InlineComponentsSchemasRangeCapabilityPropertiesType	InlineRangeCapabilityTypeX74b77171	52	34	true
sdkgen://source/openapi.yaml#/components/schemas/RankingsDailyMeta/properties/version	InlineComponentsSchemasRankingsDailyMetaPropertiesVersion	InlineRankingsDailyMetaVersionX9c51844e	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/ReasoningConfig/allOf/1	InlineComponentsSchemasReasoningConfigAllOf1	InlineReasoningConfigAllOf2Xccbca89c	44	36	true
sdkgen://source/openapi.yaml#/components/schemas/ReasoningDetailEncrypted/properties/type	InlineComponentsSchemasReasoningDetailEncryptedPropertiesType	InlineReasoningDetailEncryptedTypeX32da27e7	61	43	true
sdkgen://source/openapi.yaml#/components/schemas/ReasoningDetailServerToolCall/properties/type	InlineComponentsSchemasReasoningDetailServerToolCallPropertiesType	InlineReasoningDetailServerToolCallTypeX5388f950	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/ReasoningDetailSummary/properties/type	InlineComponentsSchemasReasoningDetailSummaryPropertiesType	InlineReasoningDetailSummaryTypeX14c56c20	59	41	true
sdkgen://source/openapi.yaml#/components/schemas/ReasoningDetailText/properties/type	InlineComponentsSchemasReasoningDetailTextPropertiesType	InlineReasoningDetailTextTypeXff13c316	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/ReasoningItem/allOf/1	InlineComponentsSchemasReasoningItemAllOf1	InlineReasoningItemAllOf2X45dadbd5	42	34	false
sdkgen://source/openapi.yaml#/components/schemas/ReasoningSummaryText/properties/type	InlineComponentsSchemasReasoningSummaryTextPropertiesType	InlineReasoningSummaryTextTypeX1dc2a89f	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/ReasoningTextContent/properties/type	InlineComponentsSchemasReasoningTextContentPropertiesType	InlineReasoningTextContentTypeX570a9598	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/ResponseHealingPlugin/properties/id	InlineComponentsSchemasResponseHealingPluginPropertiesId	InlineResponseHealingPluginIdX79023015	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/ResponseOutputText/properties/logprobs/items	InlineComponentsSchemasResponseOutputTextPropertiesLogprobsItems	InlineResponseOutputTextLogprobsItemXf3be7f94	64	45	true
sdkgen://source/openapi.yaml#/components/schemas/ResponseOutputText/properties/logprobs/items/properties/top_logprobs/items	InlineComponentsSchemasResponseOutputTextPropertiesLogprobsItemsPropertiesTopLogprobsItems	InlineResponseOutputTextLogprobsItemTopLogprobsItemX0da0b6f3	90	60	true
sdkgen://source/openapi.yaml#/components/schemas/ResponseOutputText/properties/type	InlineComponentsSchemasResponseOutputTextPropertiesType	InlineResponseOutputTextTypeXd8a78eea	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/ResponsesErrorField/properties/code	InlineComponentsSchemasResponsesErrorFieldPropertiesCode	InlineResponsesErrorFieldCodeX734f62c3	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/ResponsesRequest/properties/plugins/items	InlineComponentsSchemasResponsesRequestPropertiesPluginsItems	InlineResponsesRequestPluginsItemX0152a27c	61	42	true
sdkgen://source/openapi.yaml#/components/schemas/ResponsesRequest/properties/service_tier	InlineComponentsSchemasResponsesRequestPropertiesServiceTier	InlineResponsesRequestServiceTierXb8f56617	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/ResponsesRequest/properties/tools/items	InlineComponentsSchemasResponsesRequestPropertiesToolsItems	InlineResponsesRequestToolsItemXf7c3ac6c	59	40	true
sdkgen://source/openapi.yaml#/components/schemas/ResponsesRequest/properties/tools/items/anyOf/0	InlineComponentsSchemasResponsesRequestPropertiesToolsItemsAnyOf0	InlineResponsesRequestToolsItemAnyOf1Xdfe01760	65	46	true
sdkgen://source/openapi.yaml#/components/schemas/STTRequest/properties/provider	InlineComponentsSchemasSttRequestPropertiesProvider	InlineSttRequestProviderXce1a370d	51	33	true
sdkgen://source/openapi.yaml#/components/schemas/STTRequest/properties/response_format	InlineComponentsSchemasSttRequestPropertiesResponseFormat	InlineSttRequestResponseFormatX293f617e	57	39	true
sdkgen://source/openapi.yaml#/components/schemas/SearchModelsServerTool_OpenRouter/properties/type	InlineComponentsSchemasSearchModelsServerToolOpenRouterPropertiesType	InlineSearchModelsServerToolOpenRouterTypeXdc204ff5	69	51	true
sdkgen://source/openapi.yaml#/components/schemas/ShellCallItem/properties/action	InlineComponentsSchemasShellCallItemPropertiesAction	InlineShellCallItemActionXb277d6b5	52	34	true
sdkgen://source/openapi.yaml#/components/schemas/ShellCallItem/properties/type	InlineComponentsSchemasShellCallItemPropertiesType	InlineShellCallItemTypeX1764fed4	50	32	true
sdkgen://source/openapi.yaml#/components/schemas/ShellCallOutputItem/properties/output/items	InlineComponentsSchemasShellCallOutputItemPropertiesOutputItems	InlineShellCallOutputItemOutputItemX955a2a22	63	44	true
sdkgen://source/openapi.yaml#/components/schemas/ShellCallOutputItem/properties/type	InlineComponentsSchemasShellCallOutputItemPropertiesType	InlineShellCallOutputItemTypeX6e6337a0	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/ShellServerTool/properties/type	InlineComponentsSchemasShellServerToolPropertiesType	InlineShellServerToolTypeX5a1681b4	52	34	true
sdkgen://source/openapi.yaml#/components/schemas/ShellServerTool_OpenRouter/properties/type	InlineComponentsSchemasShellServerToolOpenRouterPropertiesType	InlineShellServerToolOpenRouterTypeX17b44082	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/SpeechRequest/properties/provider	InlineComponentsSchemasSpeechRequestPropertiesProvider	InlineSpeechRequestProviderX77399e14	54	36	true
sdkgen://source/openapi.yaml#/components/schemas/SpeechRequest/properties/response_format	InlineComponentsSchemasSpeechRequestPropertiesResponseFormat	InlineSpeechRequestResponseFormatX95a6cd91	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/StopServerToolsWhenFinishReasonIs/properties/type	InlineComponentsSchemasStopServerToolsWhenFinishReasonIsPropertiesType	InlineStopServerToolsWhenFinishReasonIsTypeX4550df21	70	52	true
sdkgen://source/openapi.yaml#/components/schemas/StopServerToolsWhenHasToolCall/properties/type	InlineComponentsSchemasStopServerToolsWhenHasToolCallPropertiesType	InlineStopServerToolsWhenHasToolCallTypeX57d5992a	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/StopServerToolsWhenMaxCost/properties/type	InlineComponentsSchemasStopServerToolsWhenMaxCostPropertiesType	InlineStopServerToolsWhenMaxCostTypeXb96d6305	63	45	true
sdkgen://source/openapi.yaml#/components/schemas/StopServerToolsWhenMaxTokensUsed/properties/type	InlineComponentsSchemasStopServerToolsWhenMaxTokensUsedPropertiesType	InlineStopServerToolsWhenMaxTokensUsedTypeX6ee9fb95	69	51	true
sdkgen://source/openapi.yaml#/components/schemas/StopServerToolsWhenStepCountIs/properties/type	InlineComponentsSchemasStopServerToolsWhenStepCountIsPropertiesType	InlineStopServerToolsWhenStepCountIsTypeXb5e4dd48	67	49	true
sdkgen://source/openapi.yaml#/components/schemas/StoredPromptTemplate/properties/variables/additionalProperties	InlineComponentsSchemasStoredPromptTemplatePropertiesVariablesAdditionalProperties	InlineStoredPromptTemplateVariablesAdditionalValueX258ee251	82	59	true
sdkgen://source/openapi.yaml#/components/schemas/StreamLogprob/allOf/1	InlineComponentsSchemasStreamLogprobAllOf1	InlineStreamLogprobAllOf2Xcfc3b4a4	42	34	false
sdkgen://source/openapi.yaml#/components/schemas/SubagentReasoning/properties/effort	InlineComponentsSchemasSubagentReasoningPropertiesEffort	InlineSubagentReasoningEffortX3a457c87	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/SubagentServerTool_OpenRouter/properties/type	InlineComponentsSchemasSubagentServerToolOpenRouterPropertiesType	InlineSubagentServerToolOpenRouterTypeX49d71c3e	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/SubmitGenerationFeedbackRequest/properties/category	InlineComponentsSchemasSubmitGenerationFeedbackRequestPropertiesCategory	InlineSubmitGenerationFeedbackRequestCategoryX243a33a3	72	54	true
sdkgen://source/openapi.yaml#/components/schemas/SubmitGenerationFeedbackResponse/properties/data	InlineComponentsSchemasSubmitGenerationFeedbackResponsePropertiesData	InlineSubmitGenerationFeedbackResponseDataXc8e53379	69	51	true
sdkgen://source/openapi.yaml#/components/schemas/TaskClassificationResponse/properties/data	InlineComponentsSchemasTaskClassificationResponsePropertiesData	InlineTaskClassificationResponseDataX0cad7694	63	45	true
sdkgen://source/openapi.yaml#/components/schemas/TextConfig/properties/verbosity	InlineComponentsSchemasTextConfigPropertiesVerbosity	InlineTextConfigVerbosityXf95166af	52	34	true
sdkgen://source/openapi.yaml#/components/schemas/TextExtendedConfig/allOf/1	InlineComponentsSchemasTextExtendedConfigAllOf1	InlineTextExtendedConfigAllOf2Xf76e9b27	47	39	false
sdkgen://source/openapi.yaml#/components/schemas/TextExtendedConfig/allOf/1/properties/verbosity	InlineComponentsSchemasTextExtendedConfigAllOf1PropertiesVerbosity	InlineTextExtendedConfigAllOf2VerbosityXb0251994	66	48	false
sdkgen://source/openapi.yaml#/components/schemas/ToolChoiceAllowed/properties/mode	InlineComponentsSchemasToolChoiceAllowedPropertiesMode	InlineToolChoiceAllowedModeX9d3cd891	54	36	true
sdkgen://source/openapi.yaml#/components/schemas/ToolChoiceAllowed/properties/mode/anyOf/0	InlineComponentsSchemasToolChoiceAllowedPropertiesModeAnyOf0	InlineToolChoiceAllowedModeAnyOf1Xd1439a46	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/ToolChoiceAllowed/properties/mode/anyOf/1	InlineComponentsSchemasToolChoiceAllowedPropertiesModeAnyOf1	InlineToolChoiceAllowedModeAnyOf2Xd9d0df50	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/ToolChoiceAllowed/properties/type	InlineComponentsSchemasToolChoiceAllowedPropertiesType	InlineToolChoiceAllowedTypeX64a69ab1	54	36	true
sdkgen://source/openapi.yaml#/components/schemas/URLCitation/properties/type	InlineComponentsSchemasUrlCitationPropertiesType	InlineUrlCitationTypeXe580106d	48	30	true
sdkgen://source/openapi.yaml#/components/schemas/UnifiedBenchmarksAAItem/properties/source	InlineComponentsSchemasUnifiedBenchmarksAaItemPropertiesSource	InlineUnifiedBenchmarksAaItemSourceX724e0cad	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/UnifiedBenchmarksDAItem/properties/source	InlineComponentsSchemasUnifiedBenchmarksDaItemPropertiesSource	InlineUnifiedBenchmarksDaItemSourceX6401fb53	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/UnifiedBenchmarksDAItem/properties/tournament_stats	InlineComponentsSchemasUnifiedBenchmarksDaItemPropertiesTournamentStats	InlineUnifiedBenchmarksDaItemTournamentStatsXad668ba8	71	53	true
sdkgen://source/openapi.yaml#/components/schemas/UnifiedBenchmarksMeta/properties/source	InlineComponentsSchemasUnifiedBenchmarksMetaPropertiesSource	InlineUnifiedBenchmarksMetaSourceXd8776255	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/UnifiedBenchmarksMeta/properties/version	InlineComponentsSchemasUnifiedBenchmarksMetaPropertiesVersion	InlineUnifiedBenchmarksMetaVersionX16262c0a	61	43	true
sdkgen://source/openapi.yaml#/components/schemas/UnifiedBenchmarksResponse/properties/data/items	InlineComponentsSchemasUnifiedBenchmarksResponsePropertiesDataItems	InlineUnifiedBenchmarksResponseDataItemX1b147ada	67	48	true
sdkgen://source/openapi.yaml#/components/schemas/UpdateBYOKKeyResponse/properties/data	InlineComponentsSchemasUpdateByokKeyResponsePropertiesData	InlineUpdateByokKeyResponseDataXf6039992	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/UpdateGuardrailResponse/properties/data	InlineComponentsSchemasUpdateGuardrailResponsePropertiesData	InlineUpdateGuardrailResponseDataX09923ab6	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/UpdateObservabilityDestinationRequest/properties/filter_rules	InlineComponentsSchemasUpdateObservabilityDestinationRequestPropertiesFilterRules	InlineUpdateObservabilityDestinationRequestFilterRulesX89be4bb2	81	63	true
sdkgen://source/openapi.yaml#/components/schemas/UpdateWorkspaceResponse/properties/data	InlineComponentsSchemasUpdateWorkspaceResponsePropertiesData	InlineUpdateWorkspaceResponseDataXbffc2169	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/UpsertWorkspaceBudgetResponse/properties/data	InlineComponentsSchemasUpsertWorkspaceBudgetResponsePropertiesData	InlineUpsertWorkspaceBudgetResponseDataX351577ed	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/Usage/allOf/1	InlineComponentsSchemasUsageAllOf1	InlineUsageAllOf2X6607860c	34	26	true
sdkgen://source/openapi.yaml#/components/schemas/Usage/allOf/1/properties/cost_details	InlineComponentsSchemasUsageAllOf1PropertiesCostDetails	InlineUsageAllOf2CostDetailsX08abd2be	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/VideoGenerationRequest/properties/aspect_ratio	InlineComponentsSchemasVideoGenerationRequestPropertiesAspectRatio	InlineVideoGenerationRequestAspectRatioXaf4b32c8	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/VideoGenerationRequest/properties/provider	InlineComponentsSchemasVideoGenerationRequestPropertiesProvider	InlineVideoGenerationRequestProviderX41ede147	63	45	true
sdkgen://source/openapi.yaml#/components/schemas/VideoGenerationRequest/properties/provider/properties/options	InlineComponentsSchemasVideoGenerationRequestPropertiesProviderPropertiesOptions	InlineVideoGenerationRequestProviderOptionsXee223a59	80	52	true
sdkgen://source/openapi.yaml#/components/schemas/VideoGenerationRequest/properties/resolution	InlineComponentsSchemasVideoGenerationRequestPropertiesResolution	InlineVideoGenerationRequestResolutionXf070699f	65	47	true
sdkgen://source/openapi.yaml#/components/schemas/VideoGenerationResponse/properties/status	InlineComponentsSchemasVideoGenerationResponsePropertiesStatus	InlineVideoGenerationResponseStatusX878ec74f	62	44	true
sdkgen://source/openapi.yaml#/components/schemas/VideoModel/properties/supported_aspect_ratios/items	InlineComponentsSchemasVideoModelPropertiesSupportedAspectRatiosItems	InlineVideoModelSupportedAspectRatiosItemXbdc926f6	69	50	true
sdkgen://source/openapi.yaml#/components/schemas/VideoModel/properties/supported_frame_images/items	InlineComponentsSchemasVideoModelPropertiesSupportedFrameImagesItems	InlineVideoModelSupportedFrameImagesItemX0f95f394	68	49	true
sdkgen://source/openapi.yaml#/components/schemas/VideoModel/properties/supported_resolutions/items	InlineComponentsSchemasVideoModelPropertiesSupportedResolutionsItems	InlineVideoModelSupportedResolutionsItemX1a7426b8	68	49	true
sdkgen://source/openapi.yaml#/components/schemas/VideoModel/properties/supported_sizes/items	InlineComponentsSchemasVideoModelPropertiesSupportedSizesItems	InlineVideoModelSupportedSizesItemX482e067d	62	43	true
sdkgen://source/openapi.yaml#/components/schemas/WebFetchPlugin/properties/id	InlineComponentsSchemasWebFetchPluginPropertiesId	InlineWebFetchPluginIdXbfd564fa	49	31	true
sdkgen://source/openapi.yaml#/components/schemas/WebFetchServerTool/properties/type	InlineComponentsSchemasWebFetchServerToolPropertiesType	InlineWebFetchServerToolTypeX0b01fb42	55	37	true
sdkgen://source/openapi.yaml#/components/schemas/WebSearchPlugin/properties/id	InlineComponentsSchemasWebSearchPluginPropertiesId	InlineWebSearchPluginIdX656406c7	50	32	true
sdkgen://source/openapi.yaml#/components/schemas/WebSearchPlugin/properties/user_location	InlineComponentsSchemasWebSearchPluginPropertiesUserLocation	InlineWebSearchPluginUserLocationXb537558f	60	42	true
sdkgen://source/openapi.yaml#/components/schemas/WebSearchServerTool/properties/type	InlineComponentsSchemasWebSearchServerToolPropertiesType	InlineWebSearchServerToolTypeX7d2abf06	56	38	true
sdkgen://source/openapi.yaml#/components/schemas/WebSearchServerTool_OpenRouter/properties/type	InlineComponentsSchemasWebSearchServerToolOpenRouterPropertiesType	InlineWebSearchServerToolOpenRouterTypeX178663c8	66	48	true
sdkgen://source/openapi.yaml#/components/schemas/WebSearchSource/properties/type	InlineComponentsSchemasWebSearchSourcePropertiesType	InlineWebSearchSourceTypeX50e6d83b	52	34	true
sdkgen://source/openapi.yaml#/components/schemas/WebSearchUserLocation/properties/type	InlineComponentsSchemasWebSearchUserLocationPropertiesType	InlineWebSearchUserLocationTypeXaf641920	58	40	true
sdkgen://source/openapi.yaml#/components/schemas/WebSearchUserLocationServerTool/properties/type	InlineComponentsSchemasWebSearchUserLocationServerToolPropertiesType	InlineWebSearchUserLocationServerToolTypeX157cfed4	68	50	true
sdkgen://source/openapi.yaml#/components/schemas/WorkspaceBudget/properties/reset_interval	InlineComponentsSchemasWorkspaceBudgetPropertiesResetInterval	InlineWorkspaceBudgetResetIntervalX1be02b8d	61	43	true
sdkgen://source/openapi.yaml#/components/schemas/WorkspaceMember/properties/role	InlineComponentsSchemasWorkspaceMemberPropertiesRole	InlineWorkspaceMemberRoleX04c35674	52	34	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchema	InlineAnalyticsMetaGetResponse200JsonX5f96620f	67	46	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesData	InlineAnalyticsMetaGetResponse200JsonDataXaf9d1e3f	81	50	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data/properties/dimensions/items	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesDat0bfb694e	InlineAnalyticsMetaGetResponse200JsonDataDimensionsItemX0bfb694e	88	64	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data/properties/granularities/items	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesDatc9817b8a	InlineAnalyticsMetaGetResponse200JsonDataGranularitiesItemXc9817b8a	88	67	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data/properties/granularities/items/properties/name	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesDatcc968486	InlineAnalyticsMetaGetResponse200JsonDataGranularitiesItemNameXcc968486	88	71	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data/properties/metrics/items	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesDat166460a5	InlineAnalyticsMetaGetResponse200JsonDataMetricsItemX166460a5	88	61	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data/properties/metrics/items/properties/display_format	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesData15ee4f8	InlineAnalyticsMetaGetResponse200JsonDataMetricsItemDisplayFormatXa15ee4f8	88	74	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data/properties/operators/items	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesDatb8ce2714	InlineAnalyticsMetaGetResponse200JsonDataOperatorsItemXb8ce2714	88	63	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data/properties/operators/items/properties/name	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesDat7d8c9592	InlineAnalyticsMetaGetResponse200JsonDataOperatorsItemNameX7d8c9592	88	67	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1meta/get/responses/200/content/application~1json/schema/properties/data/properties/operators/items/properties/value_type	InlinePathsAnalyticsMetaGetResponses200ContentApplicationJsonSchemaPropertiesData449b9da	InlineAnalyticsMetaGetResponse200JsonDataOperatorsItemValueTypeXa449b9da	88	72	true
sdkgen://source/openapi.yaml#/paths/~1analytics~1query/post/requestBody/content/application~1json/schema	InlinePathsAnalyticsQueryPostRequestBodyContentApplicationJsonSchema	InlineAnalyticsQueryPostRequestJsonX9875bc1d	68	44	true
